senator,transaction_date,disclosure_date,ticker,asset_description,asset_type,amount,name_cleaned,first_name,last_name,full_name
John Hoeven,03/07/2016,03/25/2016,FB,"Facebook, Inc.",Stock,"$50,001 - $100,000",John Hoeven,John,Hoeven,John Hoeven
John Hoeven,03/07/2016,03/25/2016,GOOG,Alphabet Inc.,Stock,"$15,001 - $50,000",John Hoeven,John,Hoeven,John Hoeven
Gary C Peters,03/02/2016,03/25/2016,--,"CARMAN-AINSWORTH CMNTY SCH DIST MICH RFDG <div class=""text-muted""><em>Rate/Coupon:</em> 3.00%<br> <em>Matures:</em> 05/01/2027</div>",Municipal Security,"$1,001 - $15,000",Gary C Peters,Gary,Peters,Gary Peters
Gary C Peters,03/02/2016,03/25/2016,--,"LINCOLN NATL CORP B/E <div class=""text-muted""><em>Rate/Coupon:</em> 3.350%<br> <em>Matures:</em> 03/09/2025</div>",Corporate Bond,"$1,001 - $15,000",Gary C Peters,Gary,Peters,Gary Peters
Gary C Peters,03/02/2016,03/25/2016,--,"CIGNA CORP B/E <div class=""text-muted""><em>Rate/Coupon:</em> 3.250%<br> <em>Matures:</em> 04/15/2025</div>",Corporate Bond,"$1,001 - $15,000",Gary C Peters,Gary,Peters,Gary Peters
James M Inhofe,03/11/2016,03/23/2016,CTSH,Cognizant Technology Solutions Corporation,Stock,"$50,001 - $100,000",James M Inhofe,James,Inhofe,James Inhofe
James M Inhofe,03/04/2016,03/23/2016,SWN,Southwestern Energy Company,Stock,"$50,001 - $100,000",James M Inhofe,James,Inhofe,James Inhofe
James M Inhofe,02/24/2016,03/23/2016,SYF,Synchrony Financial,Stock,"$50,001 - $100,000",James M Inhofe,James,Inhofe,James Inhofe
"Angus S King, Jr.",02/22/2016,03/21/2016,--,"MAINE ST HSG AUTH M <div class=""text-muted""><em>Rate/Coupon:</em> 3.45%<br> <em>Matures:</em> 11/15/2017</div>",Municipal Security,"$1,001 - $15,000",Angus S King,Angus,King,Angus King
"Angus S King, Jr.",02/11/2016,03/21/2016,--,"MAINE STATE HSG AUTH REV <div class=""text-muted""><em>Rate/Coupon:</em> 1.95%<br> <em>Matures:</em> 11/15/2023</div>",Municipal Security,"$1,001 - $15,000",Angus S King,Angus,King,Angus King
Patrick J Toomey,02/11/2016,03/21/2016,--,PUT Standard &amp; Poors Dep Rec at 180,Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Mark R Warner,03/17/2016,03/17/2016,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Mark R Warner,Mark,Warner,Mark Warner
John F Reed,03/03/2016,03/14/2016,NCR,NCR Corporation,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
Michael  B Enzi,02/10/2016,03/13/2016,KEY,KeyCorp.,Stock,"$1,001 - $15,000",Michael  B Enzi,Michael,Enzi,Michael Enzi
John F Reed,02/29/2016,03/10/2016,FDX,FedEx Corporation,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
John F Reed,02/29/2016,03/10/2016,FDX,FedEx Corporation,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
Susan M Collins,02/01/2016,03/04/2016,--,Precision Castparts Corp,Stock,"$15,001 - $50,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,02/01/2016,03/04/2016,--,Precision Castparts Corp,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,02/01/2016,03/04/2016,--,Precision Castparts Corp,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,02/01/2016,03/04/2016,--,Precision Castparts Corp,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Susan M Collins,02/09/2016,03/04/2016,EMC,EMC Corporation,Stock,"$1,001 - $15,000",Susan M Collins,Susan,Collins,Susan Collins
Thomas R Carper,02/16/2016,03/03/2016,ADT.F,ADT CORPORATION,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,02/11/2016,03/03/2016,--,Boeing Co,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,02/02/2016,03/03/2016,--,Met Life Inc,Stock,"$15,001 - $50,000",Thomas R Carper,Thomas,Carper,Thomas Carper
John Hoeven,02/09/2016,03/02/2016,ADP,"Automatic Data Processing, Inc.",Stock,"$50,001 - $100,000",John Hoeven,John,Hoeven,John Hoeven
"David A Perdue , Jr",02/29/2016,03/01/2016,HYH,"Halyard Health, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/26/2016,03/01/2016,GM,General Motors Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/25/2016,03/01/2016,WFC,Wells Fargo &amp; Company,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/25/2016,03/01/2016,MA,MasterCard Incorporated,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/25/2016,03/01/2016,AXP,American Express Company,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/25/2016,03/01/2016,AAPL,Apple Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/23/2016,03/01/2016,ADT,The ADT Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/23/2016,03/01/2016,WFM,"Whole Foods Market, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/23/2016,03/01/2016,AAPL,Apple Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/22/2016,03/01/2016,ETP,"Energy Transfer Partners, L.P.",Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/22/2016,03/01/2016,ETP,"Energy Transfer Partners, L.P.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/22/2016,03/01/2016,GE,General Electric Company,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/19/2016,03/01/2016,ADT,The ADT Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/19/2016,03/01/2016,GE,General Electric Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/19/2016,03/01/2016,GE,General Electric Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/18/2016,03/01/2016,ADT,The ADT Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/17/2016,03/01/2016,EPD,Enterprise Products Partners L.P.,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/17/2016,03/01/2016,SYY,Sysco Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/17/2016,03/01/2016,ADT,The ADT Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/17/2016,03/01/2016,MOS,The Mosaic Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/17/2016,03/01/2016,LYV,"Live Nation Entertainment, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/17/2016,03/01/2016,ADT,The ADT Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/17/2016,03/01/2016,LYV,"Live Nation Entertainment, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/16/2016,03/01/2016,CHRW,CH Robinson Worldwide Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/16/2016,03/01/2016,AAPL,Apple Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/16/2016,03/01/2016,AAPL,Apple Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/16/2016,03/01/2016,ADT,The ADT Corporation,Stock,"$15,001 - $50,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/12/2016,03/01/2016,MSFT,Microsoft Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/12/2016,03/01/2016,KN,Knowles Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/12/2016,03/01/2016,AAPL,Apple Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/12/2016,03/01/2016,MSFT,Microsoft Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/12/2016,03/01/2016,GE,General Electric Company,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/11/2016,03/01/2016,WFM,"Whole Foods Market, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/11/2016,03/01/2016,AAPL,Apple Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/11/2016,03/01/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/11/2016,03/01/2016,MSFT,Microsoft Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/11/2016,03/01/2016,MSFT,Microsoft Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/10/2016,03/01/2016,MSFT,Microsoft Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/10/2016,03/01/2016,MSFT,Microsoft Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/10/2016,03/01/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/09/2016,03/01/2016,LYV,"Live Nation Entertainment, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/09/2016,03/01/2016,HYH,"Halyard Health, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/09/2016,03/01/2016,MSFT,Microsoft Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/08/2016,03/01/2016,WMB,"Williams Companies, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/08/2016,03/01/2016,WMB,"Williams Companies, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/08/2016,03/01/2016,ETE,"Energy Transfer Equity, L.P.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/05/2016,03/01/2016,ORCL,Oracle Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/05/2016,03/01/2016,FOXA,"Twenty-First Century Fox, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/05/2016,03/01/2016,HYH,"Halyard Health, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/05/2016,03/01/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/04/2016,03/01/2016,PKI,PerkinElmer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/04/2016,03/01/2016,HYH,"Halyard Health, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/03/2016,03/01/2016,AAPL,Apple Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/03/2016,03/01/2016,MSFT,Microsoft Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/03/2016,03/01/2016,HYH,"Halyard Health, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/02/2016,03/01/2016,ADT,The ADT Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/02/2016,03/01/2016,ADT,The ADT Corporation,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/02/2016,03/01/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/01/2016,03/01/2016,EPD,Enterprise Products Partners L.P.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/01/2016,03/01/2016,PKI,PerkinElmer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/01/2016,03/01/2016,AAPL,Apple Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",02/01/2016,03/01/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
Richard M Burr,02/29/2016,02/29/2016,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Richard M Burr,Richard,Burr,Richard Burr
John F Reed,02/11/2016,02/29/2016,CELG,Celgene Corporation,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
John F Reed,02/11/2016,02/29/2016,CELG,Celgene Corporation,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
William Cassidy,02/09/2016,02/25/2016,COP,ConocoPhillips,Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,02/09/2016,02/25/2016,SLB,Schlumberger Limited,Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
Sheldon Whitehouse,01/28/2016,02/23/2016,FB,"Facebook, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/20/2016,02/23/2016,CP,Canadian Pacific Railway Limited,Stock,"$15,001 - $50,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/20/2016,02/23/2016,CAT,Caterpillar Inc.,Stock,"$15,001 - $50,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,02/12/2016,02/23/2016,BAC,Bank of America Corporation,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,02/12/2016,02/23/2016,NWL,Newell Rubbermaid Inc.,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,02/16/2016,02/23/2016,FB,"Facebook, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,02/05/2016,02/23/2016,--,"JPMORGAN CHASE &amp; CO 6.12% FIXED <div class=""text-muted""><em>Rate/Coupon:</em> 6.12%<br> <em>Matures:</em> 02/12/2056</div>",Corporate Bond,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/26/2016,02/23/2016,TWTR,"Twitter, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,02/01/2016,02/23/2016,TWTR,"Twitter, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/20/2016,02/23/2016,JPM,JPMorgan Chase &amp;amp; Co.,Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/20/2016,02/23/2016,CP,Canadian Pacific Railway Limited,Stock,"$15,001 - $50,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
Sheldon Whitehouse,01/20/2016,02/23/2016,IONS,"Ionis Pharmaceuticals, Inc.",Stock,"$1,001 - $15,000",Sheldon Whitehouse,Sheldon,Whitehouse,Sheldon Whitehouse
"Angus S King, Jr.",01/19/2016,02/17/2016,CB,Chubb Limited,Stock,"$1,001 - $15,000",Angus S King,Angus,King,Angus King
"Angus S King, Jr.",01/19/2016,02/17/2016,--,CHUBB CORPORATION - CB,Stock,"$1,001 - $15,000",Angus S King,Angus,King,Angus King
Gary C Peters,01/25/2016,02/12/2016,--,"WASHOE CNTY NEV SCH DIST RFDG-SCH IMPT-SER A <div class=""text-muted""><em>Rate/Coupon:</em> 3.125%<br> <em>Matures:</em> 06/01/2036</div>",Municipal Security,"$1,001 - $15,000",Gary C Peters,Gary,Peters,Gary Peters
Gary C Peters,01/25/2016,02/12/2016,--,"CELINA TEX INDPT SCH DIST RFDG-SCH BLDG PERMANENT SCHOOL FUND GUARANTY <div class=""text-muted""><em>Rate/Coupon:</em> 3.00%<br> <em>Matures:</em> 08/15/2037</div>",Municipal Security,"$1,001 - $15,000",Gary C Peters,Gary,Peters,Gary Peters
Gary C Peters,01/25/2016,02/12/2016,--,"ABBVIE INC NTS B/E <div class=""text-muted""><em>Rate/Coupon:</em> 2.900%<br> <em>Matures:</em> 11/06/2022</div>",Corporate Bond,"$15,001 - $50,000",Gary C Peters,Gary,Peters,Gary Peters
Gary C Peters,01/26/2016,02/12/2016,--,"MONSANTO CO B/E <div class=""text-muted""><em>Rate/Coupon:</em> 3.375%<br> <em>Matures:</em> 07/15/2024</div>",Corporate Bond,"$1,001 - $15,000",Gary C Peters,Gary,Peters,Gary Peters
Gary C Peters,01/26/2016,02/12/2016,WPC,W. P. Carey Inc.,Stock,"$1,001 - $15,000",Gary C Peters,Gary,Peters,Gary Peters
Gary C Peters,01/26/2016,02/12/2016,NUE,Nucor Corporation,Stock,"$1,001 - $15,000",Gary C Peters,Gary,Peters,Gary Peters
"Joseph Manchin, Iii",02/03/2016,02/11/2016,--,"West Virginia Growth Investment LLC <div class=""text-muted""> <em>Company:</em> Figure 8 Surgical Inc. &nbsp;(Morgantown, WV) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Sternal closure medical device company</div>",Non-Public Stock,"$1,001 - $15,000",Joseph Manchin,Joseph,Manchin,Joseph Manchin
"Joseph Manchin, Iii",02/03/2016,02/11/2016,--,"West Virginia Growth Investment LLC <div class=""text-muted""> <em>Company:</em> PolyPlexx, LLC &nbsp;(Charleston, WV) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Chemical process patents</div>",Non-Public Stock,"$1,001 - $15,000",Joseph Manchin,Joseph,Manchin,Joseph Manchin
"Joseph Manchin, Iii",01/12/2016,02/11/2016,--,"West Virginia Growth Investment LLC <div class=""text-muted""> <em>Company:</em> CereDx &nbsp;(Morgantown, WV) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Develops new testing for stroke candidates</div>",Non-Public Stock,"$1,001 - $15,000",Joseph Manchin,Joseph,Manchin,Joseph Manchin
Patrick J Toomey,02/11/2016,02/11/2016,SPY,SPDR S&amp;amp;P 500 ETF,Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Patrick J Toomey,01/19/2016,02/11/2016,SPY160219P00180000,SPY Feb 2016 put 180.000,Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Patrick J Toomey,01/19/2016,02/11/2016,SPY160219P00180000,SPY Feb 2016 put 180.000,Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Patrick J Toomey,01/19/2016,02/11/2016,SPY160219P00180000,SPY Feb 2016 put 180.000,Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Patrick J Toomey,12/31/2015,02/11/2016,--,Nordea Bank AB,Stock,"$15,001 - $50,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Patrick J Toomey,12/31/2015,02/11/2016,--,"United States Treasury Note <div class=""text-muted""> <em>Company:</em> United States Treasury Note </div>",Other Securities,"$15,001 - $50,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Patrick J Toomey,12/30/2015,02/11/2016,EEM,iShares MSCI Emerging Markets,Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
John F Reed,01/29/2016,02/09/2016,TBF,ProShares Short 20+ Year Treasury,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
John F Reed,01/29/2016,02/09/2016,TBF,ProShares Short 20+ Year Treasury,Stock,"$1,001 - $15,000",John F Reed,John,Reed,John Reed
Shelley M Capito,01/25/2016,02/08/2016,COP,ConocoPhillips,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,01/21/2016,02/08/2016,NKE,"NIKE, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,01/21/2016,02/08/2016,CB,Chubb Limited,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
John Hoeven,01/28/2016,02/08/2016,MRK,Merck &amp;amp; Co. Inc.,Stock,"$50,001 - $100,000",John Hoeven,John,Hoeven,John Hoeven
John Hoeven,01/28/2016,02/08/2016,AAPL,Apple Inc.,Stock,"$50,001 - $100,000",John Hoeven,John,Hoeven,John Hoeven
John Hoeven,02/03/2016,02/08/2016,MCD,McDonald&amp;apos;s Corp.,Stock,"$50,001 - $100,000",John Hoeven,John,Hoeven,John Hoeven
James M Inhofe,01/28/2016,02/03/2016,GILD,Gilead Sciences Inc.,Stock,"$15,001 - $50,000",James M Inhofe,James,Inhofe,James Inhofe
James M Inhofe,01/08/2016,02/03/2016,CLR,"Continental Resources, Inc.",Stock,"$50,001 - $100,000",James M Inhofe,James,Inhofe,James Inhofe
James M Inhofe,01/08/2016,02/03/2016,ITC,ITC Holdings Corp.,Stock,"$50,001 - $100,000",James M Inhofe,James,Inhofe,James Inhofe
James M Inhofe,01/08/2016,02/03/2016,CHK,Chesapeake Energy Corporation,Stock,"$15,001 - $50,000",James M Inhofe,James,Inhofe,James Inhofe
Thomas R Carper,01/27/2016,02/02/2016,--,Walt Disney Co Hldg,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/27/2016,02/02/2016,--,Boeing Co,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/21/2016,02/02/2016,--,Lincoln Naitonal Corp,Stock,"$15,001 - $50,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/29/2016,02/02/2016,--,Tyco Intl PLC,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/25/2016,02/02/2016,--,E I Dupont de Nemours,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/25/2016,02/02/2016,--,Under Armour Inc Cl A,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/25/2016,02/02/2016,--,Verizon Communications,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/21/2016,02/02/2016,--,Cisco Company,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/21/2016,02/02/2016,--,3M Company,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/21/2016,02/02/2016,--,Ameren Corp,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/21/2016,02/02/2016,--,Enersis S.A. Amer Dep shrs,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/15/2016,02/02/2016,--,E I Dupont de Nemours,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/21/2016,02/02/2016,--,Clearbridge American Energy MLP Fund,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/21/2016,02/02/2016,--,Blackrock Global Opportunity Equity Tr,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/21/2016,02/02/2016,--,Dominion Resources,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/21/2016,02/02/2016,--,Blackrock Res &amp; Comm Strat Tr,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
Thomas R Carper,01/11/2016,02/02/2016,--,Northern Tier Energy LP,Stock,"$1,001 - $15,000",Thomas R Carper,Thomas,Carper,Thomas Carper
"David A Perdue , Jr",01/29/2016,02/02/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/29/2016,02/02/2016,WLK,Westlake Chemical Corp.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/29/2016,02/02/2016,WLK,Westlake Chemical Corp.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/29/2016,02/02/2016,LYV,"Live Nation Entertainment, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/29/2016,02/02/2016,WFM,"Whole Foods Market, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/28/2016,02/02/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/28/2016,02/02/2016,AAPL,Apple Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/28/2016,02/02/2016,HYH,"Halyard Health, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/28/2016,02/02/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",01/27/2016,02/02/2016,PFE,Pfizer Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
